"","Make","Model","Year","Engine.Fuel.Type","Engine.HP","Engine.Cylinders","Transmission.Type","Driven_Wheels","Number.of.Doors","Market.Category","Vehicle.Size","Vehicle.Style","highway.MPG","city.mpg","Popularity","MSRP"
"4470","Ford","F-150",2015,"flex-fuel (unleaded/E85)",282,6,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",23,17,5657,33515
"4471","Ford","F-150",2015,"flex-fuel (unleaded/E85)",385,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",21,15,5657,52545
"4472","Ford","F-150",2015,"flex-fuel (unleaded/E85)",385,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",21,15,5657,35360
"4473","Ford","F-150",2015,"regular unleaded",325,6,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",26,19,5657,37665
"4474","Ford","F-150",2015,"regular unleaded",325,6,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",26,19,5657,39610
"4475","Ford","F-150",2015,"flex-fuel (unleaded/E85)",282,6,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",23,17,5657,36055
"4476","Ford","F-150",2015,"flex-fuel (unleaded/E85)",282,6,"AUTOMATIC","rear wheel drive",2,"Flex Fuel","Large","Regular Cab Pickup",25,18,5657,26030
"4477","Ford","F-150",2015,"flex-fuel (unleaded/E85)",385,8,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",22,15,5657,51585
"4478","Ford","F-150",2015,"flex-fuel (unleaded/E85)",385,8,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",21,15,5657,49120
"4479","Ford","F-150",2015,"flex-fuel (unleaded/E85)",282,6,"AUTOMATIC","rear wheel drive",2,"Flex Fuel","Large","Regular Cab Pickup",25,18,5657,31625
"4480","Ford","F-150",2015,"flex-fuel (unleaded/E85)",385,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",21,15,5657,46140
"4481","Ford","F-150",2015,"regular unleaded",325,6,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",26,19,5657,33655
"4482","Ford","F-150",2015,"flex-fuel (unleaded/E85)",385,8,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",22,15,5657,49420
"4483","Ford","F-150",2015,"flex-fuel (unleaded/E85)",282,6,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",23,17,5657,37630
"4484","Ford","F-150",2015,"regular unleaded",325,6,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",26,19,5657,41970
"4485","Ford","F-150",2015,"flex-fuel (unleaded/E85)",282,6,"AUTOMATIC","four wheel drive",2,"Flex Fuel","Large","Regular Cab Pickup",23,17,5657,34745
"4486","Ford","F-150",2015,"flex-fuel (unleaded/E85)",385,8,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",22,15,5657,51885
"4487","Ford","F-150",2015,"flex-fuel (unleaded/E85)",282,6,"AUTOMATIC","four wheel drive",2,"Flex Fuel","Large","Regular Cab Pickup",23,17,5657,30675
"4488","Ford","F-150",2015,"regular unleaded",325,6,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",26,19,5657,41670
"4489","Ford","F-150",2015,"flex-fuel (unleaded/E85)",385,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",21,15,5657,52845
"4490","Ford","F-150",2015,"flex-fuel (unleaded/E85)",385,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",21,15,5657,41840
"4491","Ford","F-150",2015,"flex-fuel (unleaded/E85)",282,6,"AUTOMATIC","rear wheel drive",2,"Flex Fuel","Large","Regular Cab Pickup",25,18,5657,26330
"4492","Ford","F-150",2015,"flex-fuel (unleaded/E85)",282,6,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",25,18,5657,30090
"4493","Ford","F-150",2015,"regular unleaded",325,6,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",26,19,5657,31200
"4494","Ford","F-150",2015,"flex-fuel (unleaded/E85)",282,6,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",25,18,5657,32545
"4495","Ford","F-150",2015,"flex-fuel (unleaded/E85)",385,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",21,15,5657,55010
"4496","Ford","F-150",2015,"regular unleaded",325,6,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",23,18,5657,42735
"4497","Ford","F-150",2015,"flex-fuel (unleaded/E85)",282,6,"AUTOMATIC","four wheel drive",2,"Flex Fuel","Large","Regular Cab Pickup",23,17,5657,35045
"4498","Ford","F-150",2015,"flex-fuel (unleaded/E85)",385,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",21,15,5657,37815
"4499","Ford","F-150",2015,"flex-fuel (unleaded/E85)",282,6,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",23,17,5657,40050
"4500","Ford","F-150",2016,"flex-fuel (unleaded/E85)",282,6,"AUTOMATIC","four wheel drive",2,"Flex Fuel","Large","Regular Cab Pickup",23,17,5657,31185
"4501","Ford","F-150",2016,"flex-fuel (unleaded/E85)",385,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",21,15,5657,53775
"4502","Ford","F-150",2016,"flex-fuel (unleaded/E85)",282,6,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",25,18,5657,37140
"4503","Ford","F-150",2016,"flex-fuel (unleaded/E85)",282,6,"AUTOMATIC","rear wheel drive",2,"Flex Fuel","Large","Regular Cab Pickup",25,18,5657,26540
"4504","Ford","F-150",2016,"flex-fuel (unleaded/E85)",282,6,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",25,18,5657,30600
"4505","Ford","F-150",2016,"flex-fuel (unleaded/E85)",385,8,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",22,15,5657,52815
"4506","Ford","F-150",2016,"flex-fuel (unleaded/E85)",385,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",21,15,5657,53475
"4507","Ford","F-150",2016,"flex-fuel (unleaded/E85)",385,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",21,15,5657,56235
"4508","Ford","F-150",2016,"flex-fuel (unleaded/E85)",385,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",21,15,5657,40070
"4509","Ford","F-150",2016,"flex-fuel (unleaded/E85)",385,8,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",21,15,5657,50050
"4510","Ford","F-150",2016,"flex-fuel (unleaded/E85)",282,6,"AUTOMATIC","rear wheel drive",2,"Flex Fuel","Large","Regular Cab Pickup",25,18,5657,31905
"4511","Ford","F-150",2016,"flex-fuel (unleaded/E85)",282,6,"AUTOMATIC","four wheel drive",2,"Flex Fuel","Large","Regular Cab Pickup",23,17,5657,35330
"4512","Ford","F-150",2016,"flex-fuel (unleaded/E85)",282,6,"AUTOMATIC","rear wheel drive",2,"Flex Fuel","Large","Regular Cab Pickup",25,18,5657,26840
"4513","Ford","F-150",2016,"regular unleaded",325,6,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",26,19,5657,34165
"4514","Ford","F-150",2016,"regular unleaded",365,6,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Crew Cab Pickup",25,18,5657,58885
"4515","Ford","F-150",2016,"regular unleaded",325,6,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",26,19,5657,35895
"4516","Ford","F-150",2016,"flex-fuel (unleaded/E85)",385,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",21,15,5657,35870
"4517","Ford","F-150",2016,"regular unleaded",365,6,"AUTOMATIC","four wheel drive",4,"N/A","Large","Crew Cab Pickup",23,17,5657,62310
"4518","Ford","F-150",2016,"flex-fuel (unleaded/E85)",282,6,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",25,18,5657,34790
"4519","Ford","F-150",2016,"regular unleaded",325,6,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",23,18,5657,43490
"4520","Ford","F-150",2016,"flex-fuel (unleaded/E85)",282,6,"AUTOMATIC","rear wheel drive",2,"Flex Fuel","Large","Regular Cab Pickup",25,18,5657,32210
"4521","Ford","F-150",2016,"flex-fuel (unleaded/E85)",282,6,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",23,17,5657,36565
"4522","Ford","F-150",2016,"flex-fuel (unleaded/E85)",282,6,"AUTOMATIC","four wheel drive",2,"Flex Fuel","Large","Regular Cab Pickup",23,17,5657,31485
"4523","Ford","F-150",2016,"regular unleaded",325,6,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",26,19,5657,40365
"4524","Ford","F-150",2016,"flex-fuel (unleaded/E85)",282,6,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",25,18,5657,33055
"4525","Ford","F-150",2016,"flex-fuel (unleaded/E85)",282,6,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",23,17,5657,38215
"4526","Ford","F-150",2016,"regular unleaded",325,6,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",26,19,5657,40065
"4527","Ford","F-150",2016,"regular unleaded",325,6,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",26,19,5657,42725
"4528","Ford","F-150",2016,"regular unleaded",325,6,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",26,19,5657,31710
"4529","Ford","F-150",2016,"regular unleaded",325,6,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",23,18,5657,45845
"4530","Ford","F-150",2016,"flex-fuel (unleaded/E85)",385,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",21,15,5657,38325
"4531","Ford","F-150",2016,"flex-fuel (unleaded/E85)",385,8,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",22,15,5657,50350
"4532","Ford","F-150",2016,"flex-fuel (unleaded/E85)",385,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",21,15,5657,42425
"4533","Ford","F-150",2016,"flex-fuel (unleaded/E85)",385,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",21,15,5657,55940
"4534","Ford","F-150",2016,"regular unleaded",325,6,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",26,19,5657,42425
"4535","Ford","F-150",2016,"flex-fuel (unleaded/E85)",282,6,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",23,17,5657,34025
"4536","Ford","F-150",2016,"flex-fuel (unleaded/E85)",282,6,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",23,17,5657,40635
"4537","Ford","F-150",2016,"regular unleaded",325,6,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",26,19,5657,38250
"4538","Ford","F-150",2016,"flex-fuel (unleaded/E85)",282,6,"AUTOMATIC","four wheel drive",2,"Flex Fuel","Large","Regular Cab Pickup",23,17,5657,35630
"4539","Ford","F-150",2016,"flex-fuel (unleaded/E85)",385,8,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",22,15,5657,52515
"4540","Ford","F-150",2016,"flex-fuel (unleaded/E85)",385,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",21,15,5657,44540
"4541","Ford","F-150",2016,"flex-fuel (unleaded/E85)",385,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",21,15,5657,46895
"4542","Ford","F-150",2017,"regular unleaded",325,6,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",26,19,5657,31710
"4543","Ford","F-150",2017,"regular unleaded",450,6,"AUTOMATIC","four wheel drive",4,"N/A","Large","Crew Cab Pickup",18,15,5657,51310
"4544","Ford","F-150",2017,"flex-fuel (unleaded/E85)",385,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",21,15,5657,56260
"4545","Ford","F-150",2017,"flex-fuel (unleaded/E85)",385,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",21,15,5657,40070
"4546","Ford","F-150",2017,"regular unleaded",365,6,"AUTOMATIC","rear wheel drive",4,"Performance","Large","Crew Cab Pickup",25,18,5657,59600
"4547","Ford","F-150",2017,"regular unleaded",450,6,"AUTOMATIC","four wheel drive",4,"N/A","Large","Extended Cab Pickup",18,15,5657,48325
"4548","Ford","F-150",2017,"regular unleaded",325,6,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",26,19,5657,40365
"4549","Ford","F-150",2017,"flex-fuel (unleaded/E85)",385,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",21,15,5657,46895
"4550","Ford","F-150",2017,"flex-fuel (unleaded/E85)",282,6,"AUTOMATIC","rear wheel drive",2,"Flex Fuel","Large","Regular Cab Pickup",25,18,5657,26540
"4551","Ford","F-150",2017,"flex-fuel (unleaded/E85)",282,6,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",23,17,5657,36565
"4552","Ford","F-150",2017,"flex-fuel (unleaded/E85)",282,6,"AUTOMATIC","rear wheel drive",2,"Flex Fuel","Large","Regular Cab Pickup",25,18,5657,31905
"4553","Ford","F-150",2017,"flex-fuel (unleaded/E85)",385,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",21,15,5657,44540
"4554","Ford","F-150",2017,"regular unleaded",325,6,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",23,18,5657,45845
"4555","Ford","F-150",2017,"flex-fuel (unleaded/E85)",385,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",21,15,5657,38325
"4556","Ford","F-150",2017,"flex-fuel (unleaded/E85)",282,6,"AUTOMATIC","four wheel drive",2,"Flex Fuel","Large","Regular Cab Pickup",23,17,5657,31185
"4557","Ford","F-150",2017,"regular unleaded",325,6,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",26,19,5657,40065
"4558","Ford","F-150",2017,"flex-fuel (unleaded/E85)",385,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",21,15,5657,53704
"4559","Ford","F-150",2017,"flex-fuel (unleaded/E85)",385,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",21,15,5657,54004
"4560","Ford","F-150",2017,"flex-fuel (unleaded/E85)",282,6,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",25,18,5657,35055
"4561","Ford","F-150",2017,"flex-fuel (unleaded/E85)",385,8,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",22,15,5657,52835
"4562","Ford","F-150",2017,"flex-fuel (unleaded/E85)",385,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",21,15,5657,42425
"4563","Ford","F-150",2017,"flex-fuel (unleaded/E85)",385,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",21,15,5657,56555
"4564","Ford","F-150",2017,"flex-fuel (unleaded/E85)",282,6,"AUTOMATIC","four wheel drive",2,"Flex Fuel","Large","Regular Cab Pickup",23,17,5657,35630
"4565","Ford","F-150",2017,"regular unleaded",325,6,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",26,19,5657,34165
"4566","Ford","F-150",2017,"flex-fuel (unleaded/E85)",282,6,"AUTOMATIC","four wheel drive",2,"Flex Fuel","Large","Regular Cab Pickup",23,17,5657,31485
"4567","Ford","F-150",2017,"regular unleaded",325,6,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",26,19,5657,35895
"4568","Ford","F-150",2017,"flex-fuel (unleaded/E85)",385,8,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",22,15,5657,50280
"4569","Ford","F-150",2017,"flex-fuel (unleaded/E85)",282,6,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",23,17,5657,38215
"4570","Ford","F-150",2017,"flex-fuel (unleaded/E85)",385,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",21,15,5657,35870
"4571","Ford","F-150",2017,"regular unleaded",325,6,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",26,19,5657,42425
"4572","Ford","F-150",2017,"flex-fuel (unleaded/E85)",282,6,"AUTOMATIC","rear wheel drive",2,"Flex Fuel","Large","Regular Cab Pickup",25,18,5657,26840
"4573","Ford","F-150",2017,"flex-fuel (unleaded/E85)",282,6,"AUTOMATIC","four wheel drive",2,"Flex Fuel","Large","Regular Cab Pickup",23,17,5657,35330
"4574","Ford","F-150",2017,"regular unleaded",325,6,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",23,18,5657,43490
"4575","Ford","F-150",2017,"flex-fuel (unleaded/E85)",282,6,"AUTOMATIC","rear wheel drive",2,"Flex Fuel","Large","Regular Cab Pickup",25,18,5657,32210
"4576","Ford","F-150",2017,"regular unleaded",325,6,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",26,19,5657,42725
"4577","Ford","F-150",2017,"flex-fuel (unleaded/E85)",385,8,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",22,15,5657,50580
"4578","Ford","F-150",2017,"flex-fuel (unleaded/E85)",282,6,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",25,18,5657,37140
"4579","Ford","F-150",2017,"flex-fuel (unleaded/E85)",282,6,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",25,18,5657,34790
"4580","Ford","F-150",2017,"flex-fuel (unleaded/E85)",282,6,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",25,18,5657,30600
"4581","Ford","F-150",2017,"flex-fuel (unleaded/E85)",282,6,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",23,17,5657,34025
"4582","Ford","F-150",2017,"regular unleaded",365,6,"AUTOMATIC","four wheel drive",4,"Performance","Large","Crew Cab Pickup",23,17,5657,63025
"4583","Ford","F-150",2017,"regular unleaded",325,6,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",26,19,5657,38250
"4584","Ford","F-150",2017,"flex-fuel (unleaded/E85)",282,6,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",23,17,5657,40635
"4585","Ford","F-150",2017,"flex-fuel (unleaded/E85)",385,8,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",22,15,5657,53135
"4586","Ford","F-250",1997,"regular unleaded",220,8,"MANUAL","rear wheel drive",2,"N/A","Large","Regular Cab Pickup",17,12,5657,3104
"4587","Ford","F-250",1997,"regular unleaded",220,8,"MANUAL","four wheel drive",2,"N/A","Large","Regular Cab Pickup",17,12,5657,2862
"4588","Ford","F-250",1997,"regular unleaded",220,8,"MANUAL","four wheel drive",3,"N/A","Large","Extended Cab Pickup",17,12,5657,3433
"4589","Ford","F-250",1997,"regular unleaded",220,8,"MANUAL","four wheel drive",3,"N/A","Large","Extended Cab Pickup",17,12,5657,3215
"4590","Ford","F-250",1997,"regular unleaded",220,8,"MANUAL","four wheel drive",3,"N/A","Large","Extended Cab Pickup",17,12,5657,3059
"4591","Ford","F-250",1997,"regular unleaded",220,8,"MANUAL","four wheel drive",2,"N/A","Large","Regular Cab Pickup",17,12,5657,3214
"4592","Ford","F-250",1997,"regular unleaded",220,8,"MANUAL","rear wheel drive",3,"N/A","Large","Extended Cab Pickup",17,12,5657,3241
"4593","Ford","F-250",1997,"regular unleaded",220,8,"MANUAL","rear wheel drive",2,"N/A","Large","Regular Cab Pickup",17,12,5657,2956
"4594","Ford","F-250",1997,"regular unleaded",220,8,"MANUAL","four wheel drive",2,"N/A","Large","Regular Cab Pickup",17,12,5657,3394
"4595","Ford","F-250",1997,"regular unleaded",220,8,"MANUAL","rear wheel drive",3,"N/A","Large","Extended Cab Pickup",17,12,5657,2836
"4596","Ford","F-250",1997,"regular unleaded",220,8,"MANUAL","rear wheel drive",2,"N/A","Large","Regular Cab Pickup",17,12,5657,2529
"4597","Ford","F-250",1997,"regular unleaded",220,8,"MANUAL","rear wheel drive",2,"N/A","Large","Regular Cab Pickup",17,12,5657,2577
"4598","Ford","F-250",1997,"regular unleaded",220,8,"MANUAL","rear wheel drive",3,"N/A","Large","Extended Cab Pickup",17,12,5657,2787
"4599","Ford","F-250",1997,"regular unleaded",220,8,"MANUAL","four wheel drive",2,"N/A","Large","Regular Cab Pickup",17,12,5657,3008
"4600","Ford","F-250",1997,"regular unleaded",220,8,"MANUAL","rear wheel drive",3,"N/A","Large","Extended Cab Pickup",17,12,5657,3156
"4601","Ford","F-250",1997,"regular unleaded",220,8,"MANUAL","four wheel drive",3,"N/A","Large","Extended Cab Pickup",17,12,5657,3431
"4602","Ford","F-250",1998,"regular unleaded",220,8,"MANUAL","rear wheel drive",2,"N/A","Large","Regular Cab Pickup",17,13,5657,3338
"4603","Ford","F-250",1998,"regular unleaded",220,8,"AUTOMATIC","rear wheel drive",3,"N/A","Large","Extended Cab Pickup",18,13,5657,3138
"4604","Ford","F-250",1998,"regular unleaded",220,8,"AUTOMATIC","rear wheel drive",3,"N/A","Large","Extended Cab Pickup",18,13,5657,3096
"4605","Ford","F-250",1998,"regular unleaded",220,8,"AUTOMATIC","rear wheel drive",3,"N/A","Large","Extended Cab Pickup",18,13,5657,3535
"4606","Ford","F-250",1998,"regular unleaded",220,8,"MANUAL","four wheel drive",2,"N/A","Large","Regular Cab Pickup",16,13,5657,3733
